show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,genre
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,Switzerland,2019-01-03,2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies",2019,1,Documentaries
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,Switzerland,2019-01-03,2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies",2019,1,Faith & Spirituality
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,Switzerland,2019-01-03,2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies",2019,1,International Movies
s7756,Movie,Popeye,Robert Altman,United States,2019-11-24,1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies",2019,11,Action & Adventure
s7756,Movie,Popeye,Robert Altman,United States,2019-11-24,1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies",2019,11,Children & Family Movies
s7756,Movie,Popeye,Robert Altman,United States,2019-11-24,1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies",2019,11,Comedies
s7758,Movie,Porto,Gabe Klinger,Portugal,2018-04-16,2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies",2018,4,Dramas
s7758,Movie,Porto,Gabe Klinger,Portugal,2018-04-16,2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies",2018,4,Independent Movies
s7758,Movie,Porto,Gabe Klinger,Portugal,2018-04-16,2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies",2018,4,Romantic Movies
s7759,Movie,Postcards from London,Steve McLean,United Kingdom,2019-02-19,2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies",2019,2,Dramas
s7759,Movie,Postcards from London,Steve McLean,United Kingdom,2019-02-19,2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies",2019,2,Independent Movies
s7759,Movie,Postcards from London,Steve McLean,United Kingdom,2019-02-19,2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies",2019,2,LGBTQ Movies
s7757,TV Show,Portlandia,Not Given,United States,2019-09-25,2018,TV-14,8 Seasons,TV Comedies,2019,9,TV Comedies
s7779,Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),"Charlie Haskell, Koichi Sakamoto",United States,2016-01-01,2014,TV-Y7,55 min,Movies,2016,1,Movies
s7796,TV Show,Prince Jai Aur Dumdaar Viru,Bhavik Thakore,Not Given,2020-10-18,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,10,Kids' TV
s7796,TV Show,Prince Jai Aur Dumdaar Viru,Bhavik Thakore,Not Given,2020-10-18,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,10,TV Comedies
s7789,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,James Barr,United States,2016-01-01,2013,TV-Y7,24 min,Children & Family Movies,2016,1,Children & Family Movies
s7790,Movie,Prague,Ashish R. Shukla,India,2017-12-01,2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",2017,12,Dramas
s7790,Movie,Prague,Ashish R. Shukla,India,2017-12-01,2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",2017,12,Independent Movies
s7790,Movie,Prague,Ashish R. Shukla,India,2017-12-01,2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",2017,12,International Movies
s7791,Movie,Prelude to War,Frank Capra,United States,2017-03-31,1942,TV-14,52 min,"Classic Movies, Documentaries",2017,3,Classic Movies
s7791,Movie,Prelude to War,Frank Capra,United States,2017-03-31,1942,TV-14,52 min,"Classic Movies, Documentaries",2017,3,Documentaries
s7792,Movie,Premachi Goshta,Satish Rajwade,India,2018-02-15,2013,TV-14,127 min,"International Movies, Romantic Movies",2018,2,International Movies
s7792,Movie,Premachi Goshta,Satish Rajwade,India,2018-02-15,2013,TV-14,127 min,"International Movies, Romantic Movies",2018,2,Romantic Movies
s7793,Movie,Prescription Thugs,"Chris Bell, Josh Alexander, Greg Young",United States,2016-04-15,2015,NR,86 min,Documentaries,2016,4,Documentaries
s7794,Movie,Primal Fear,Gregory Hoblit,United States,2019-12-01,1996,R,131 min,"Dramas, Thrillers",2019,12,Dramas
s7794,Movie,Primal Fear,Gregory Hoblit,United States,2019-12-01,1996,R,131 min,"Dramas, Thrillers",2019,12,Thrillers
s7795,Movie,Prince Charming,Wong Jing,Hong Kong,2018-08-31,1984,TV-14,93 min,"Comedies, International Movies, Romantic Movies",2018,8,Comedies
s7795,Movie,Prince Charming,Wong Jing,Hong Kong,2018-08-31,1984,TV-14,93 min,"Comedies, International Movies, Romantic Movies",2018,8,International Movies
s7795,Movie,Prince Charming,Wong Jing,Hong Kong,2018-08-31,1984,TV-14,93 min,"Comedies, International Movies, Romantic Movies",2018,8,Romantic Movies
s7797,Movie,Princess Cyd,Stephen Cone,United States,2018-02-05,2017,TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies",2018,2,Dramas
s7797,Movie,Princess Cyd,Stephen Cone,United States,2018-02-05,2017,TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies",2018,2,Independent Movies
s7797,Movie,Princess Cyd,Stephen Cone,United States,2018-02-05,2017,TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies",2018,2,LGBTQ Movies
s7798,Movie,Professor Mack,Christopher Nolen,United States,2019-08-06,2018,TV-MA,84 min,"Comedies, Romantic Movies",2019,8,Comedies
s7798,Movie,Professor Mack,Christopher Nolen,United States,2019-08-06,2018,TV-MA,84 min,"Comedies, Romantic Movies",2019,8,Romantic Movies
s7800,Movie,Prosecuting Evil: The Extraordinary World of Ben Ferencz,Barry Avrich,Canada,2019-06-01,2019,TV-MA,83 min,Documentaries,2019,6,Documentaries
s7802,Movie,Pukar,Rajkumar Santoshi,India,2018-03-01,2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies",2018,3,Action & Adventure
s7802,Movie,Pukar,Rajkumar Santoshi,India,2018-03-01,2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies",2018,3,Dramas
s7802,Movie,Pukar,Rajkumar Santoshi,India,2018-03-01,2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies",2018,3,International Movies
s7803,Movie,Pulp Fiction,Quentin Tarantino,United States,2019-01-01,1994,R,154 min,"Classic Movies, Cult Movies, Dramas",2019,1,Classic Movies
s7803,Movie,Pulp Fiction,Quentin Tarantino,United States,2019-01-01,1994,R,154 min,"Classic Movies, Cult Movies, Dramas",2019,1,Cult Movies
s7803,Movie,Pulp Fiction,Quentin Tarantino,United States,2019-01-01,1994,R,154 min,"Classic Movies, Cult Movies, Dramas",2019,1,Dramas
s7804,Movie,Punjab 1984,Anurag Singh,Canada,2017-11-01,2014,TV-14,158 min,"Dramas, International Movies",2017,11,Dramas
s7804,Movie,Punjab 1984,Anurag Singh,Canada,2017-11-01,2014,TV-14,158 min,"Dramas, International Movies",2017,11,International Movies
s7805,Movie,Pusher,Luis Prieto,United Kingdom,2017-12-27,2012,R,89 min,Action & Adventure,2017,12,Action & Adventure
s7806,Movie,Pyaar Ka Punchnama,Luv Ranjan,India,2017-05-01,2011,TV-14,149 min,"Comedies, Dramas, International Movies",2017,5,Comedies
s7806,Movie,Pyaar Ka Punchnama,Luv Ranjan,India,2017-05-01,2011,TV-14,149 min,"Comedies, Dramas, International Movies",2017,5,Dramas
s7806,Movie,Pyaar Ka Punchnama,Luv Ranjan,India,2017-05-01,2011,TV-14,149 min,"Comedies, Dramas, International Movies",2017,5,International Movies
s7808,Movie,Q Ball,Michael Tolajian,United States,2020-03-11,2019,TV-MA,96 min,"Documentaries, Sports Movies",2020,3,Documentaries
s7808,Movie,Q Ball,Michael Tolajian,United States,2020-03-11,2019,TV-MA,96 min,"Documentaries, Sports Movies",2020,3,Sports Movies
s7810,Movie,Quantum of Solace,Marc Forster,United Kingdom,2020-08-31,2008,PG-13,106 min,Action & Adventure,2020,8,Action & Adventure
s7812,Movie,Queen of the Desert,Werner Herzog,United States,2019-04-06,2015,PG-13,128 min,Dramas,2019,4,Dramas
s7815,Movie,R.L. Stine's Mostly Ghostly,Richard Correll,United States,2018-08-01,2008,PG,98 min,"Children & Family Movies, Comedies",2018,8,Children & Family Movies
s7815,Movie,R.L. Stine's Mostly Ghostly,Richard Correll,United States,2018-08-01,2008,PG,98 min,"Children & Family Movies, Comedies",2018,8,Comedies
s7817,Movie,Race to Witch Mountain,Andy Fickman,United States,2019-07-01,2009,PG,99 min,Children & Family Movies,2019,7,Children & Family Movies
s7818,Movie,Rachel Getting Married,Jonathan Demme,United States,2019-09-01,2008,R,113 min,"Dramas, Independent Movies",2019,9,Dramas
s7818,Movie,Rachel Getting Married,Jonathan Demme,United States,2019-09-01,2008,R,113 min,"Dramas, Independent Movies",2019,9,Independent Movies
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,Raphael Erichsen,Brazil,2017-04-12,2013,TV-MA,71 min,"Documentaries, International Movies, Sports Movies",2017,4,Documentaries
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,Raphael Erichsen,Brazil,2017-04-12,2013,TV-MA,71 min,"Documentaries, International Movies, Sports Movies",2017,4,International Movies
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,Raphael Erichsen,Brazil,2017-04-12,2013,TV-MA,71 min,"Documentaries, International Movies, Sports Movies",2017,4,Sports Movies
s7820,Movie,Radiopetti,Hari Viswanath,India,2017-01-01,2015,TV-PG,83 min,"Dramas, International Movies",2017,1,Dramas
s7820,Movie,Radiopetti,Hari Viswanath,India,2017-01-01,2015,TV-PG,83 min,"Dramas, International Movies",2017,1,International Movies
s7821,Movie,Raging Bull,Martin Scorsese,United States,2019-10-01,1980,R,129 min,"Classic Movies, Dramas, Sports Movies",2019,10,Classic Movies
s7821,Movie,Raging Bull,Martin Scorsese,United States,2019-10-01,1980,R,129 min,"Classic Movies, Dramas, Sports Movies",2019,10,Dramas
s7821,Movie,Raging Bull,Martin Scorsese,United States,2019-10-01,1980,R,129 min,"Classic Movies, Dramas, Sports Movies",2019,10,Sports Movies
s7822,Movie,Rahasya,Manish Gupta,India,2018-03-01,2015,TV-14,117 min,"Dramas, International Movies",2018,3,Dramas
s7822,Movie,Rahasya,Manish Gupta,India,2018-03-01,2015,TV-14,117 min,"Dramas, International Movies",2018,3,International Movies
s7823,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,"Jeremy Coon, Tim Skousen",United States,2016-09-16,2015,NR,93 min,Documentaries,2016,9,Documentaries
s7824,Movie,Railroad Tigers,Ding Sheng,China,2017-08-19,2016,TV-14,124 min,"Action & Adventure, Comedies, International Movies",2017,8,Action & Adventure
s7824,Movie,Railroad Tigers,Ding Sheng,China,2017-08-19,2016,TV-14,124 min,"Action & Adventure, Comedies, International Movies",2017,8,Comedies
s7824,Movie,Railroad Tigers,Ding Sheng,China,2017-08-19,2016,TV-14,124 min,"Action & Adventure, Comedies, International Movies",2017,8,International Movies
s7825,Movie,Raja Hindustani,Dharmesh Darshan,India,2017-05-01,1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies",2017,5,Dramas
s7825,Movie,Raja Hindustani,Dharmesh Darshan,India,2017-05-01,1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies",2017,5,International Movies
s7825,Movie,Raja Hindustani,Dharmesh Darshan,India,2017-05-01,1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies",2017,5,Romantic Movies
s7826,Movie,Rajnigandha,Basu Chatterjee,India,2019-12-31,1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies",2019,12,Comedies
s7826,Movie,Rajnigandha,Basu Chatterjee,India,2019-12-31,1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies",2019,12,Dramas
s7826,Movie,Rajnigandha,Basu Chatterjee,India,2019-12-31,1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies",2019,12,Independent Movies
s7827,Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,"Phil Johnston, Rich Moore",United States,2019-06-11,2018,PG,113 min,"Children & Family Movies, Comedies",2019,6,Children & Family Movies
s7827,Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,"Phil Johnston, Rich Moore",United States,2019-06-11,2018,PG,113 min,"Children & Family Movies, Comedies",2019,6,Comedies
s7828,Movie,Ram Teri Ganga Maili,Raj Kapoor,India,2019-12-31,1985,TV-14,178 min,"Classic Movies, Dramas, International Movies",2019,12,Classic Movies
s7828,Movie,Ram Teri Ganga Maili,Raj Kapoor,India,2019-12-31,1985,TV-14,178 min,"Classic Movies, Dramas, International Movies",2019,12,Dramas
s7828,Movie,Ram Teri Ganga Maili,Raj Kapoor,India,2019-12-31,1985,TV-14,178 min,"Classic Movies, Dramas, International Movies",2019,12,International Movies
s7830,Movie,Ramen Shop,Eric Khoo,Singapore,2019-07-31,2018,TV-PG,90 min,"Dramas, International Movies",2019,7,Dramas
s7830,Movie,Ramen Shop,Eric Khoo,Singapore,2019-07-31,2018,TV-PG,90 min,"Dramas, International Movies",2019,7,International Movies
s7831,Movie,Ramji Londonwaley,Sanjay Dayma,India,2019-12-31,2005,TV-14,154 min,"Comedies, Dramas, International Movies",2019,12,Comedies
s7831,Movie,Ramji Londonwaley,Sanjay Dayma,India,2019-12-31,2005,TV-14,154 min,"Comedies, Dramas, International Movies",2019,12,Dramas
s7831,Movie,Ramji Londonwaley,Sanjay Dayma,India,2019-12-31,2005,TV-14,154 min,"Comedies, Dramas, International Movies",2019,12,International Movies
s7832,Movie,Rampant,Kim Sung-hoon,South Korea,2019-05-26,2018,TV-MA,122 min,"Action & Adventure, Horror Movies, International Movies",2019,5,Action & Adventure
s7832,Movie,Rampant,Kim Sung-hoon,South Korea,2019-05-26,2018,TV-MA,122 min,"Action & Adventure, Horror Movies, International Movies",2019,5,Horror Movies
s7832,Movie,Rampant,Kim Sung-hoon,South Korea,2019-05-26,2018,TV-MA,122 min,"Action & Adventure, Horror Movies, International Movies",2019,5,International Movies
s7833,Movie,Ranbhool,Girish Joshi,India,2018-03-15,2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers",2018,3,Horror Movies
s7833,Movie,Ranbhool,Girish Joshi,India,2018-03-15,2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers",2018,3,International Movies
s7833,Movie,Ranbhool,Girish Joshi,India,2018-03-15,2010,TV-MA,115 min,"Horror Movies, International Movies, Thrillers",2018,3,Thrillers
s7834,Movie,Rangreza,Amir Mohiuddin,Pakistan,2018-08-01,2017,TV-14,126 min,"Dramas, International Movies, Music & Musicals",2018,8,Dramas
s7834,Movie,Rangreza,Amir Mohiuddin,Pakistan,2018-08-01,2017,TV-14,126 min,"Dramas, International Movies, Music & Musicals",2018,8,International Movies
s7834,Movie,Rangreza,Amir Mohiuddin,Pakistan,2018-08-01,2017,TV-14,126 min,"Dramas, International Movies, Music & Musicals",2018,8,Music & Musicals
s7835,Movie,Rats,Morgan Spurlock,United States,2016-12-16,2016,NR,88 min,Documentaries,2016,12,Documentaries
s7837,Movie,Reaction,Husam El-Gohari,Egypt,2019-06-20,2011,TV-14,99 min,"Dramas, International Movies",2019,6,Dramas
s7837,Movie,Reaction,Husam El-Gohari,Egypt,2019-06-20,2011,TV-14,99 min,"Dramas, International Movies",2019,6,International Movies
s7838,Movie,Ready,Anees Bazmee,India,2017-10-22,2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies",2017,10,Comedies
s7838,Movie,Ready,Anees Bazmee,India,2017-10-22,2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies",2017,10,International Movies
s7838,Movie,Ready,Anees Bazmee,India,2017-10-22,2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies",2017,10,Romantic Movies
s7849,Movie,Refugee,"Clementine Malpas, Leslie Knott",Not Given,2017-03-10,2016,TV-PG,24 min,Documentaries,2017,3,Documentaries
s7840,Movie,Rebel Without a Cause,Nicholas Ray,United States,2019-11-01,1955,PG-13,111 min,"Classic Movies, Dramas",2019,11,Classic Movies
s7840,Movie,Rebel Without a Cause,Nicholas Ray,United States,2019-11-01,1955,PG-13,111 min,"Classic Movies, Dramas",2019,11,Dramas
s7842,Movie,Recall,Michael James Regan,Canada,2019-06-25,2018,TV-MA,73 min,Dramas,2019,6,Dramas
s7844,Movie,Red Christmas,Craig Anderson,Australia,2017-12-11,2016,TV-MA,81 min,Horror Movies,2017,12,Horror Movies
s7845,Movie,Red Dawn,John Milius,United States,2019-12-31,1984,PG-13,114 min,"Action & Adventure, Cult Movies",2019,12,Action & Adventure
s7845,Movie,Red Dawn,John Milius,United States,2019-12-31,1984,PG-13,114 min,"Action & Adventure, Cult Movies",2019,12,Cult Movies
s7846,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,India,2018-09-15,2017,TV-14,112 min,"Dramas, International Movies",2018,9,Dramas
s7846,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,India,2018-09-15,2017,TV-14,112 min,"Dramas, International Movies",2018,9,International Movies
s7847,Movie,Red Trees,Marina Willer,United Kingdom,2018-03-24,2017,TV-PG,80 min,"Documentaries, International Movies",2018,3,Documentaries
s7847,Movie,Red Trees,Marina Willer,United Kingdom,2018-03-24,2017,TV-PG,80 min,"Documentaries, International Movies",2018,3,International Movies
s7850,Movie,Regatta,Mohamed Samy,Egypt,2019-05-09,2015,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",2019,5,Action & Adventure
s7850,Movie,Regatta,Mohamed Samy,Egypt,2019-05-09,2015,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",2019,5,Dramas
s7850,Movie,Regatta,Mohamed Samy,Egypt,2019-05-09,2015,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",2019,5,International Movies
s7852,Movie,Reincarnated,Andy Capper,United States,2016-06-13,2012,R,96 min,"Documentaries, Music & Musicals",2016,6,Documentaries
s7852,Movie,Reincarnated,Andy Capper,United States,2016-06-13,2012,R,96 min,"Documentaries, Music & Musicals",2016,6,Music & Musicals
s7853,Movie,Rembat,Shamyl Othman,Malaysia,2017-08-21,2015,TV-PG,88 min,"Action & Adventure, Comedies, International Movies",2017,8,Action & Adventure
s7853,Movie,Rembat,Shamyl Othman,Malaysia,2017-08-21,2015,TV-PG,88 min,"Action & Adventure, Comedies, International Movies",2017,8,Comedies
s7853,Movie,Rembat,Shamyl Othman,Malaysia,2017-08-21,2015,TV-PG,88 min,"Action & Adventure, Comedies, International Movies",2017,8,International Movies
s7854,Movie,Remember,Atom Egoyan,Canada,2018-07-26,2015,R,95 min,"Action & Adventure, Dramas",2018,7,Action & Adventure
s7854,Movie,Remember,Atom Egoyan,Canada,2018-07-26,2015,R,95 min,"Action & Adventure, Dramas",2018,7,Dramas
s7855,Movie,Remember Me,Allen Coulter,United States,2020-08-01,2010,PG-13,112 min,"Dramas, Romantic Movies",2020,8,Dramas
s7855,Movie,Remember Me,Allen Coulter,United States,2020-08-01,2010,PG-13,112 min,"Dramas, Romantic Movies",2020,8,Romantic Movies
s7856,Movie,Rememory,Mark Palansky,United Kingdom,2020-06-01,2017,PG-13,112 min,"Dramas, Sci-Fi & Fantasy",2020,6,Dramas
s7856,Movie,Rememory,Mark Palansky,United Kingdom,2020-06-01,2017,PG-13,112 min,"Dramas, Sci-Fi & Fantasy",2020,6,Sci-Fi & Fantasy
s7976,Movie,Secrets of Scotland Yard,Susannah Ward,United Kingdom,2017-04-22,2013,TV-14,55 min,Documentaries,2017,4,Documentaries
s7858,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,Germany,2020-01-01,2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2020,1,Action & Adventure
s7858,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,Germany,2020-01-01,2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2020,1,Horror Movies
s7858,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,Germany,2020-01-01,2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2020,1,Sci-Fi & Fantasy
s7859,Movie,Residente,René Pérez Joglar,United States,2018-01-01,2017,TV-MA,97 min,"Documentaries, Music & Musicals",2018,1,Documentaries
s7859,Movie,Residente,René Pérez Joglar,United States,2018-01-01,2017,TV-MA,97 min,"Documentaries, Music & Musicals",2018,1,Music & Musicals
s7860,Movie,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger",United States,2017-09-26,2016,TV-MA,94 min,Documentaries,2017,9,Documentaries
s7861,Movie,Return To The 36th Chamber,Chia-Liang Liu,Hong Kong,2018-08-16,1980,R,97 min,"Action & Adventure, Comedies, International Movies",2018,8,Action & Adventure
s7861,Movie,Return To The 36th Chamber,Chia-Liang Liu,Hong Kong,2018-08-16,1980,R,97 min,"Action & Adventure, Comedies, International Movies",2018,8,Comedies
s7861,Movie,Return To The 36th Chamber,Chia-Liang Liu,Hong Kong,2018-08-16,1980,R,97 min,"Action & Adventure, Comedies, International Movies",2018,8,International Movies
s7862,Movie,Revelations,Vijay Jayapal,India,2017-03-01,2016,NR,118 min,"Dramas, International Movies",2017,3,Dramas
s7862,Movie,Revelations,Vijay Jayapal,India,2017-03-01,2016,NR,118 min,"Dramas, International Movies",2017,3,International Movies
s7864,Movie,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo",Hong Kong,2018-07-21,2014,R,95 min,"Action & Adventure, Dramas, Independent Movies",2018,7,Action & Adventure
s7864,Movie,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo",Hong Kong,2018-07-21,2014,R,95 min,"Action & Adventure, Dramas, Independent Movies",2018,7,Dramas
s7864,Movie,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo",Hong Kong,2018-07-21,2014,R,95 min,"Action & Adventure, Dramas, Independent Movies",2018,7,Independent Movies
s7865,TV Show,Revolting Rhymes,"Jani Lachauer, Jakob Schuh",United Kingdom,2018-02-01,2017,TV-PG,1 Season,"British TV Shows, Kids' TV",2018,2,British TV Shows
s7865,TV Show,Revolting Rhymes,"Jani Lachauer, Jakob Schuh",United Kingdom,2018-02-01,2017,TV-PG,1 Season,"British TV Shows, Kids' TV",2018,2,Kids' TV
s7866,Movie,Revolutionary Road,Sam Mendes,United States,2019-11-01,2008,R,120 min,"Dramas, Romantic Movies",2019,11,Dramas
s7866,Movie,Revolutionary Road,Sam Mendes,United States,2019-11-01,2008,R,120 min,"Dramas, Romantic Movies",2019,11,Romantic Movies
s7867,Movie,Rezeta,Fernando Frías De La Parra,Mexico,2016-12-03,2012,NR,84 min,"Dramas, Independent Movies, International Movies",2016,12,Dramas
s7867,Movie,Rezeta,Fernando Frías De La Parra,Mexico,2016-12-03,2012,NR,84 min,"Dramas, Independent Movies, International Movies",2016,12,Independent Movies
s7867,Movie,Rezeta,Fernando Frías De La Parra,Mexico,2016-12-03,2012,NR,84 min,"Dramas, Independent Movies, International Movies",2016,12,International Movies
s7869,Movie,Righteous Kill,Jon Avnet,United States,2019-06-01,2008,R,101 min,"Dramas, Thrillers",2019,6,Dramas
s7869,Movie,Righteous Kill,Jon Avnet,United States,2019-06-01,2008,R,101 min,"Dramas, Thrillers",2019,6,Thrillers
s7870,Movie,Ringan,Makarand Mane,India,2018-05-01,2015,TV-14,103 min,"Dramas, International Movies",2018,5,Dramas
s7870,Movie,Ringan,Makarand Mane,India,2018-05-01,2015,TV-14,103 min,"Dramas, International Movies",2018,5,International Movies
s7872,Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny",India,2017-12-15,2013,TV-MA,83 min,"Horror Movies, International Movies",2017,12,Horror Movies
s7872,Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny",India,2017-12-15,2013,TV-MA,83 min,"Horror Movies, International Movies",2017,12,International Movies
s7874,Movie,Rivaaz,Ashok Nanda,India,2017-11-01,2011,TV-MA,107 min,"Dramas, Independent Movies, International Movies",2017,11,Dramas
s7874,Movie,Rivaaz,Ashok Nanda,India,2017-11-01,2011,TV-MA,107 min,"Dramas, Independent Movies, International Movies",2017,11,Independent Movies
s7874,Movie,Rivaaz,Ashok Nanda,India,2017-11-01,2011,TV-MA,107 min,"Dramas, Independent Movies, International Movies",2017,11,International Movies
s7875,Movie,Road to Sangam,Amit Rai,India,2019-12-31,2010,TV-14,136 min,"Dramas, Independent Movies, International Movies",2019,12,Dramas
s7875,Movie,Road to Sangam,Amit Rai,India,2019-12-31,2010,TV-14,136 min,"Dramas, Independent Movies, International Movies",2019,12,Independent Movies
s7875,Movie,Road to Sangam,Amit Rai,India,2019-12-31,2010,TV-14,136 min,"Dramas, Independent Movies, International Movies",2019,12,International Movies
s7876,Movie,Road to Yesterday,Ishaya Bako,Nigeria,2016-07-01,2015,TV-14,96 min,"Dramas, International Movies",2016,7,Dramas
s7876,Movie,Road to Yesterday,Ishaya Bako,Nigeria,2016-07-01,2015,TV-14,96 min,"Dramas, International Movies",2016,7,International Movies
s7877,Movie,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,Italy,2018-05-01,2016,TV-14,45 min,"Documentaries, International Movies",2018,5,Documentaries
s7877,Movie,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,Italy,2018-05-01,2016,TV-14,45 min,"Documentaries, International Movies",2018,5,International Movies
s7878,Movie,Robin Hood: The Rebellion,Nicholas Winter,United Kingdom,2019-05-01,2018,TV-14,92 min,"Action & Adventure, Independent Movies, International Movies",2019,5,Action & Adventure
s7878,Movie,Robin Hood: The Rebellion,Nicholas Winter,United Kingdom,2019-05-01,2018,TV-14,92 min,"Action & Adventure, Independent Movies, International Movies",2019,5,Independent Movies
s7878,Movie,Robin Hood: The Rebellion,Nicholas Winter,United Kingdom,2019-05-01,2018,TV-14,92 min,"Action & Adventure, Independent Movies, International Movies",2019,5,International Movies
s7894,Movie,Roots,Shweta Basu Prasad,Not Given,2017-11-01,2016,TV-PG,62 min,"Documentaries, International Movies, Music & Musicals",2017,11,Documentaries
s7894,Movie,Roots,Shweta Basu Prasad,Not Given,2017-11-01,2016,TV-PG,62 min,"Documentaries, International Movies, Music & Musicals",2017,11,International Movies
s7894,Movie,Roots,Shweta Basu Prasad,Not Given,2017-11-01,2016,TV-PG,62 min,"Documentaries, International Movies, Music & Musicals",2017,11,Music & Musicals
s7880,Movie,Rocky,John G. Avildsen,United States,2019-08-01,1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas",2019,8,Action & Adventure
s7880,Movie,Rocky,John G. Avildsen,United States,2019-08-01,1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas",2019,8,Classic Movies
s7880,Movie,Rocky,John G. Avildsen,United States,2019-08-01,1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas",2019,8,Dramas
s7881,Movie,Rocky II,Sylvester Stallone,United States,2019-08-01,1979,PG,119 min,"Dramas, Sports Movies",2019,8,Dramas
s7881,Movie,Rocky II,Sylvester Stallone,United States,2019-08-01,1979,PG,119 min,"Dramas, Sports Movies",2019,8,Sports Movies
s7882,Movie,Rocky III,Sylvester Stallone,United States,2019-08-01,1982,PG,100 min,"Dramas, Sports Movies",2019,8,Dramas
s7882,Movie,Rocky III,Sylvester Stallone,United States,2019-08-01,1982,PG,100 min,"Dramas, Sports Movies",2019,8,Sports Movies
s7883,Movie,Rocky IV,Sylvester Stallone,United States,2019-08-01,1985,PG,92 min,"Dramas, Sports Movies",2019,8,Dramas
s7883,Movie,Rocky IV,Sylvester Stallone,United States,2019-08-01,1985,PG,92 min,"Dramas, Sports Movies",2019,8,Sports Movies
s7884,Movie,Rocky V,John G. Avildsen,United States,2019-08-01,1990,PG-13,104 min,"Dramas, Sports Movies",2019,8,Dramas
